,unixdatetime,value
3578,1470700779,0.017
3579,1470700780,0.017
3580,1470700781,0.019
3581,1470700782,0.019
3582,1470700783,0.021
3583,1470700784,0.021
3584,1470700785,0.022
3585,1470700786,0.022
3586,1470700787,0.022
3587,1470700788,0.023
3588,1470700789,0.024
3589,1470700790,0.024
3590,1470700791,0.024
3591,1470700792,0.026
3592,1470700793,0.026
3593,1470700794,0.027
3594,1470700795,0.027
3595,1470700796,0.027
3596,1470700797,0.028
3597,1470700798,0.029
3598,1470700799,0.03
3599,1470700800,0.03
3600,1470787161,0.0
3601,1470787162,0.021
3602,1470787163,0.021
3603,1470787164,0.025
3604,1470787165,0.049
3605,1470787166,0.062
3606,1470787167,0.08
3607,1470787168,0.146
3608,1470787169,0.146
3609,1470787170,0.174
3610,1470787171,0.19
3611,1470787172,0.218
3612,1470787173,0.23
3613,1470787174,0.243
3614,1470787175,0.254
3615,1470787176,0.271
3616,1470787177,0.297
3617,1470787178,0.299
3618,1470787179,0.323
3619,1470787180,0.337
3620,1470787181,0.346
3621,1470787182,0.382
3622,1470787183,0.394
3623,1470787184,0.397
3624,1470787185,0.401
3625,1470787186,0.402
3626,1470787187,0.444
3627,1470787188,0.489
3628,1470787189,0.522
3629,1470787190,0.523
3630,1470787191,0.541
3631,1470787192,0.545
3632,1470787193,0.579
3633,1470787194,0.589
3634,1470787195,0.616
3635,1470787196,0.64
3636,1470787197,0.645
3637,1470787198,0.648
3638,1470787199,0.652
3639,1470787200,0.66
